# //  Questa Sim-64
# //  Version 2023.4 linux_x86_64 Oct  9 2023
# //
# //  Copyright 1991-2023 Mentor Graphics Corporation
# //  All Rights Reserved.
# //
# //  QuestaSim and its associated documentation contain trade
# //  secrets and commercial or financial information that are the property of
# //  Mentor Graphics Corporation and are privileged, confidential,
# //  and exempt from disclosure under the Freedom of Information Act,
# //  5 U.S.C. Section 552. Furthermore, this information
# //  is prohibited from disclosure under the Trade Secrets Act,
# //  18 U.S.C. Section 1905.
# //
do init.tcl
# -- Skipping module prim_flop_2sync
# -- Skipping module prim_flop_en
# -- Skipping module prim_fifo_sync_cnt
# -- Skipping package prim_util_pkg
# -- Skipping module prim_max_tree
# -- Skipping module prim_sync_reqack
# -- Skipping module prim_sync_reqack_data
# -- Skipping module prim_pulse_sync
# -- Skipping module prim_packer_fifo
# -- Skipping module prim_fifo_sync
# -- Skipping module prim_filter_ctr
# -- Skipping module prim_intr_hw
# -- Skipping module prim_fifo_async
# -- Skipping package gpio_reg_pkg
# -- Skipping package i2c_reg_pkg
# -- Skipping package rv_plic_reg_pkg
# -- Skipping package spi_host_reg_pkg
# -- Skipping module gpio_reg_top
# -- Skipping module gpio_reg_top_intf
# -- Skipping module i2c_reg_top
# -- Skipping module i2c_reg_top_intf
# -- Skipping module rv_plic_reg_top
# -- Skipping module rv_plic_reg_top_intf
# -- Skipping module spi_host_reg_top
# -- Skipping module spi_host_reg_top_intf
# -- Skipping package i2c_pkg
# -- Skipping module i2c_fsm
# -- Skipping module rv_plic_gateway
# -- Skipping module spi_host_byte_merge
# -- Skipping module spi_host_byte_select
# -- Skipping package spi_host_cmd_pkg
# -- Skipping module spi_host_command_queue
# -- Skipping module spi_host_fsm
# -- Skipping module spi_host_window
# -- Skipping module spi_host_data_fifos
# -- Skipping module spi_host_shift_register
# -- Skipping module i2c_core
# -- Skipping module rv_plic_target
# -- Skipping module spi_host_core
# -- Skipping module gpio
# -- Skipping module i2c
# -- Skipping module spi_host
# -- Skipping module rv_plic
# 
# Top level modules:
# 	prim_sync_reqack_data
# 	prim_pulse_sync
# 	prim_fifo_async
# 	gpio_reg_top_intf
# 	i2c_reg_top_intf
# 	rv_plic_reg_top_intf
# 	spi_host_reg_top_intf
# 	gpio
# 	i2c
# 	spi_host
# 	rv_plic
# End time: 12:42:40 on Mar 25,2026, Elapsed time: 0:00:00
# Errors: 0, Warnings: 0, Suppressed Warnings: 12
# QuestaSim-64 vlog 2023.4 Compiler 2023.10 Oct  9 2023
# Start time: 12:42:40 on Mar 25,2026
# vlog -reportprogress 300 -incr -sv -suppress 2583 -suppress 13314 -timescale 1ns/1ps "+define+TARGET_CV64A6_IMAFDCHSCLIC_SV39_WB" "+define+TARGET_CVA6" "+define+TARGET_RTL" "+define+TARGET_SIM" "+define+TARGET_SIMULATION" "+define+TARGET_TEST" "+define+TARGET_VSIM" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/common_cells-7f7ae0f5e6bf7fb5/include" /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/riscv-dbg-1a98531d53bb4602/src/dm_pkg.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/riscv-dbg-1a98531d53bb4602/debug_rom/debug_rom.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/riscv-dbg-1a98531d53bb4602/debug_rom/debug_rom_one_scratch.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/riscv-dbg-1a98531d53bb4602/src/dm_csrs.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/riscv-dbg-1a98531d53bb4602/src/dm_mem.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/riscv-dbg-1a98531d53bb4602/src/dmi_cdc.sv 
# -- Skipping package dm
# -- Skipping module debug_rom
# -- Skipping module debug_rom_one_scratch
# -- Skipping module dm_csrs
# -- Skipping module dm_mem
# -- Skipping module dmi_cdc
# 
# Top level modules:
# 	dm_csrs
# 	dm_mem
# 	dmi_cdc
# End time: 12:42:40 on Mar 25,2026, Elapsed time: 0:00:00
# Errors: 0, Warnings: 0, Suppressed Warnings: 8
# QuestaSim-64 vlog 2023.4 Compiler 2023.10 Oct  9 2023
# Start time: 12:42:40 on Mar 25,2026
# vlog -reportprogress 300 -incr -sv -suppress 2583 -suppress 13314 -timescale 1ns/1ps "+define+TARGET_CV64A6_IMAFDCHSCLIC_SV39_WB" "+define+TARGET_CVA6" "+define+TARGET_RTL" "+define+TARGET_SIM" "+define+TARGET_SIMULATION" "+define+TARGET_TEST" "+define+TARGET_VSIM" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/common_cells-7f7ae0f5e6bf7fb5/include" /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/riscv-dbg-1a98531d53bb4602/src/dmi_jtag_tap.sv 
# -- Skipping module dmi_jtag_tap
# 
# Top level modules:
# 	dmi_jtag_tap
# End time: 12:42:40 on Mar 25,2026, Elapsed time: 0:00:00
# Errors: 0, Warnings: 0
# QuestaSim-64 vlog 2023.4 Compiler 2023.10 Oct  9 2023
# Start time: 12:42:40 on Mar 25,2026
# vlog -reportprogress 300 -incr -sv -suppress 2583 -suppress 13314 -timescale 1ns/1ps "+define+TARGET_CV64A6_IMAFDCHSCLIC_SV39_WB" "+define+TARGET_CVA6" "+define+TARGET_RTL" "+define+TARGET_SIM" "+define+TARGET_SIMULATION" "+define+TARGET_TEST" "+define+TARGET_VSIM" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/common_cells-7f7ae0f5e6bf7fb5/include" /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/riscv-dbg-1a98531d53bb4602/src/dm_sba.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/riscv-dbg-1a98531d53bb4602/src/dm_top.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/riscv-dbg-1a98531d53bb4602/src/dmi_jtag.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/riscv-dbg-1a98531d53bb4602/src/dm_obi_top.sv 
# -- Skipping module dm_sba
# -- Skipping module dm_top
# -- Skipping module dmi_jtag
# -- Skipping module dm_obi_top
# 
# Top level modules:
# 	dmi_jtag
# 	dm_obi_top
# End time: 12:42:41 on Mar 25,2026, Elapsed time: 0:00:01
# Errors: 0, Warnings: 0, Suppressed Warnings: 5
# QuestaSim-64 vlog 2023.4 Compiler 2023.10 Oct  9 2023
# Start time: 12:42:41 on Mar 25,2026
# vlog -reportprogress 300 -incr -sv -suppress 2583 -suppress 13314 -timescale 1ns/1ps "+define+TARGET_CV64A6_IMAFDCHSCLIC_SV39_WB" "+define+TARGET_CVA6" "+define+TARGET_RTL" "+define+TARGET_SIM" "+define+TARGET_SIMULATION" "+define+TARGET_TEST" "+define+TARGET_VSIM" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/common_cells-7f7ae0f5e6bf7fb5/include" /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/riscv-dbg-1a98531d53bb4602/src/dmi_test.sv 
# -- Skipping package dmi_test
# 
# Top level modules:
# 	--none--
# End time: 12:42:41 on Mar 25,2026, Elapsed time: 0:00:00
# Errors: 0, Warnings: 0
# QuestaSim-64 vlog 2023.4 Compiler 2023.10 Oct  9 2023
# Start time: 12:42:41 on Mar 25,2026
# vlog -reportprogress 300 -incr -sv -suppress 2583 -suppress 13314 -timescale 1ns/1ps "+define+TARGET_CV64A6_IMAFDCHSCLIC_SV39_WB" "+define+TARGET_CVA6" "+define+TARGET_RTL" "+define+TARGET_SIM" "+define+TARGET_SIMULATION" "+define+TARGET_TEST" "+define+TARGET_VSIM" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/common_cells-7f7ae0f5e6bf7fb5/include" /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/riscv-dbg-1a98531d53bb4602/src/dmi_intf.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/riscv-dbg-1a98531d53bb4602/tb/jtag_dmi/jtag_intf.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/riscv-dbg-1a98531d53bb4602/tb/jtag_dmi/jtag_test.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/riscv-dbg-1a98531d53bb4602/tb/jtag_dmi/tb_jtag_dmi.sv 
# -- Skipping interface DMI_BUS_DV
# -- Skipping interface JTAG_DV
# -- Skipping package jtag_test
# -- Skipping module tb_jtag_dmi
# 
# Top level modules:
# 	tb_jtag_dmi
# End time: 12:42:41 on Mar 25,2026, Elapsed time: 0:00:00
# Errors: 0, Warnings: 0
# QuestaSim-64 vlog 2023.4 Compiler 2023.10 Oct  9 2023
# Start time: 12:42:41 on Mar 25,2026
# vlog -reportprogress 300 -incr -sv -suppress 2583 -suppress 13314 -timescale 1ns/1ps "+define+TARGET_CV64A6_IMAFDCHSCLIC_SV39_WB" "+define+TARGET_CVA6" "+define+TARGET_RTL" "+define+TARGET_SIM" "+define+TARGET_SIMULATION" "+define+TARGET_TEST" "+define+TARGET_VSIM" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/axi-ecdc900686449c15/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/common_cells-7f7ae0f5e6bf7fb5/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/register_interface-902ad5bfde7bb98c/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/serial_link-6e09ea4800bad616/src/axis/include" /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/serial_link-6e09ea4800bad616/src/regs/serial_link_reg_pkg.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/serial_link-6e09ea4800bad616/src/regs/serial_link_reg_top.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/serial_link-6e09ea4800bad616/src/regs/serial_link_single_channel_reg_pkg.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/serial_link-6e09ea4800bad616/src/regs/serial_link_single_channel_reg_top.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/serial_link-6e09ea4800bad616/src/serial_link_pkg.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/serial_link-6e09ea4800bad616/src/channel_allocator/stream_chopper.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/serial_link-6e09ea4800bad616/src/channel_allocator/stream_dechopper.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/serial_link-6e09ea4800bad616/src/channel_allocator/channel_despread_sfr.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/serial_link-6e09ea4800bad616/src/channel_allocator/channel_spread_sfr.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/serial_link-6e09ea4800bad616/src/channel_allocator/serial_link_channel_allocator.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/serial_link-6e09ea4800bad616/src/serial_link_network.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/serial_link-6e09ea4800bad616/src/serial_link_data_link.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/serial_link-6e09ea4800bad616/src/serial_link_physical.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/serial_link-6e09ea4800bad616/src/serial_link.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/serial_link-6e09ea4800bad616/src/serial_link_occamy_wrapper.sv 
# -- Skipping package serial_link_reg_pkg
# -- Skipping module serial_link_reg_top
# -- Skipping module serial_link_reg_top_intf
# -- Skipping package serial_link_single_channel_reg_pkg
# -- Skipping module serial_link_single_channel_reg_top
# -- Skipping module serial_link_single_channel_reg_top_intf
# -- Skipping package serial_link_pkg
# -- Skipping module stream_chopper
# -- Skipping module stream_dechopper
# -- Skipping module channel_despread_sfr
# -- Skipping module channel_spread_sfr
# -- Skipping module serial_link_channel_allocator
# -- Skipping module serial_link_network
# -- Skipping module serial_link_data_link
# -- Skipping module serial_link_physical_tx
# -- Skipping module serial_link_physical_rx
# -- Skipping module serial_link_physical
# -- Skipping module serial_link
# -- Skipping module serial_link_occamy_wrapper
# 
# Top level modules:
# 	serial_link_reg_top_intf
# 	serial_link_single_channel_reg_top_intf
# 	serial_link_occamy_wrapper
# End time: 12:42:41 on Mar 25,2026, Elapsed time: 0:00:00
# Errors: 0, Warnings: 0, Suppressed Warnings: 6
# QuestaSim-64 vlog 2023.4 Compiler 2023.10 Oct  9 2023
# Start time: 12:42:41 on Mar 25,2026
# vlog -reportprogress 300 -incr -sv -suppress 2583 -suppress 13314 -timescale 1ns/1ps "+define+TARGET_CV64A6_IMAFDCHSCLIC_SV39_WB" "+define+TARGET_CVA6" "+define+TARGET_RTL" "+define+TARGET_SIM" "+define+TARGET_SIMULATION" "+define+TARGET_TEST" "+define+TARGET_VSIM" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/axi-ecdc900686449c15/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/common_cells-7f7ae0f5e6bf7fb5/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/register_interface-902ad5bfde7bb98c/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/serial_link-6e09ea4800bad616/src/axis/include" /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/serial_link-6e09ea4800bad616/test/axi_channel_compare.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/serial_link-6e09ea4800bad616/test/tb_axi_serial_link.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/serial_link-6e09ea4800bad616/test/tb_ch_calib_serial_link.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/serial_link-6e09ea4800bad616/test/tb_stream_chopper.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/serial_link-6e09ea4800bad616/test/tb_stream_chopper_dechopper.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/serial_link-6e09ea4800bad616/test/tb_channel_allocator.sv 
# -- Skipping module axi_channel_compare
# -- Skipping module tb_axi_serial_link
# -- Skipping module tb_ch_calib_serial_link
# -- Skipping module tb_stream_chopper
# -- Skipping module tb_stream_chopper_dechopper
# -- Skipping module tb_channel_allocator
# 
# Top level modules:
# 	tb_axi_serial_link
# 	tb_ch_calib_serial_link
# 	tb_stream_chopper
# 	tb_stream_chopper_dechopper
# 	tb_channel_allocator
# End time: 12:42:41 on Mar 25,2026, Elapsed time: 0:00:00
# Errors: 0, Warnings: 0
# QuestaSim-64 vlog 2023.4 Compiler 2023.10 Oct  9 2023
# Start time: 12:42:41 on Mar 25,2026
# vlog -reportprogress 300 -incr -sv -suppress 2583 -suppress 13314 -timescale 1ns/1ps "+define+TARGET_CV64A6_IMAFDCHSCLIC_SV39_WB" "+define+TARGET_CVA6" "+define+TARGET_RTL" "+define+TARGET_SIM" "+define+TARGET_SIMULATION" "+define+TARGET_TEST" "+define+TARGET_VSIM" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/axi-ecdc900686449c15/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/common_cells-7f7ae0f5e6bf7fb5/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/register_interface-902ad5bfde7bb98c/include" /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/unbent-a93c32aef5b319fd/src/bus_err_unit_bare.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/unbent-a93c32aef5b319fd/src/bus_err_unit_reg_pkg.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/unbent-a93c32aef5b319fd/src/bus_err_unit_reg_top.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/unbent-a93c32aef5b319fd/src/bus_err_unit.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/unbent-a93c32aef5b319fd/src/axi_err_unit_wrap.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/unbent-a93c32aef5b319fd/src/obi_err_unit_wrap.sv 
# -- Skipping module bus_err_unit_bare
# -- Skipping package bus_err_unit_reg_pkg
# -- Skipping module bus_err_unit_reg_top
# -- Skipping module bus_err_unit_reg_top_intf
# -- Skipping module bus_err_unit
# -- Skipping module axi_err_unit_wrap
# -- Skipping module obi_err_unit_wrap
# 
# Top level modules:
# 	bus_err_unit_reg_top_intf
# 	axi_err_unit_wrap
# 	obi_err_unit_wrap
# End time: 12:42:41 on Mar 25,2026, Elapsed time: 0:00:00
# Errors: 0, Warnings: 0, Suppressed Warnings: 8
# QuestaSim-64 vlog 2023.4 Compiler 2023.10 Oct  9 2023
# Start time: 12:42:41 on Mar 25,2026
# vlog -reportprogress 300 -incr -sv -suppress 2583 -suppress 13314 -timescale 1ns/1ps "+define+TARGET_CV64A6_IMAFDCHSCLIC_SV39_WB" "+define+TARGET_CVA6" "+define+TARGET_RTL" "+define+TARGET_SIM" "+define+TARGET_SIMULATION" "+define+TARGET_TEST" "+define+TARGET_VSIM" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/axi-ecdc900686449c15/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/axi_llc-5fb8850caad4fcfa/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/axi_rt-7cef46f372eaf0fb/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/common_cells-7f7ae0f5e6bf7fb5/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/cva6-20c9d7cbe0dd6995/core/cache_subsystem/hpdcache/rtl/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/cva6-20c9d7cbe0dd6995/core/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/idma-77bf7fa56d324e6a/src/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/idma-77bf7fa56d324e6a/target/rtl/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/idma-77bf7fa56d324e6a/test" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/register_interface-902ad5bfde7bb98c/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/serial_link-6e09ea4800bad616/src/axis/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/hw/include" /mnt/chair-nas/volume/space/chchen/NMC/cheshire/hw/future/UsbOhciAxi4.v /mnt/chair-nas/volume/space/chchen/NMC/cheshire/hw/future/spinal_usb_ohci.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/hw/bootrom/cheshire_bootrom.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/hw/regs/cheshire_reg_pkg.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/hw/regs/cheshire_reg_top.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/hw/cheshire_idma_wrap.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/hw/cheshire_pkg.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/hw/cheshire_soc.sv 
# -- Skipping module UsbOhciAxi4
# -- Skipping module UsbOhciAxi4_CtrlCc
# -- Skipping module UsbOhciAxi4_UsbLsFsPhy
# -- Skipping module UsbOhciAxi4_UsbOhci
# -- Skipping module UsbOhciAxi4_StreamArbiter
# -- Skipping module UsbOhciAxi4_Axi4SharedToBmb
# -- Skipping module UsbOhciAxi4_BmbToAxi4SharedBridge
# -- Skipping module UsbOhciAxi4_StreamCCByToggle_1
# -- Skipping module UsbOhciAxi4_PulseCCByToggle_1
# -- Skipping module UsbOhciAxi4_FlowCCByToggle
# -- Skipping module UsbOhciAxi4_PulseCCByToggle
# -- Skipping module UsbOhciAxi4_StreamCCByToggle
# -- Skipping module UsbOhciAxi4_BufferCC_11
# -- Skipping module UsbOhciAxi4_BufferCC_8
# -- Skipping module UsbOhciAxi4_UsbLsFsPhyFilter
# -- Skipping module UsbOhciAxi4_Crc_2
# -- Skipping module UsbOhciAxi4_Crc_1
# -- Skipping module UsbOhciAxi4_Crc
# -- Skipping module UsbOhciAxi4_StreamFifo
# -- Skipping module UsbOhciAxi4_StreamFifo_1
# -- Skipping module UsbOhciAxi4_BufferCC_76
# -- Skipping module UsbOhciAxi4_BufferCC_75
# -- Skipping module UsbOhciAxi4_BufferCC_79
# -- Skipping module UsbOhciAxi4_BufferCC_78
# -- Skipping module UsbOhciAxi4_BufferCC_77
# -- Skipping package spinal_usb_ohci_pkg
# -- Skipping module spinal_usb_ohci
# -- Skipping module cheshire_bootrom
# -- Skipping package cheshire_reg_pkg
# -- Skipping module cheshire_reg_top
# -- Skipping module cheshire_reg_top_intf
# -- Skipping module cheshire_idma_wrap
# -- Skipping package cheshire_pkg
# -- Skipping module cheshire_soc
# 
# Top level modules:
# 	cheshire_reg_top_intf
# 	cheshire_soc
# End time: 12:42:41 on Mar 25,2026, Elapsed time: 0:00:00
# Errors: 0, Warnings: 0, Suppressed Warnings: 3
# QuestaSim-64 vlog 2023.4 Compiler 2023.10 Oct  9 2023
# Start time: 12:42:41 on Mar 25,2026
# vlog -reportprogress 300 -incr -sv -suppress 2583 -suppress 13314 -timescale 1ns/1ps "+define+TARGET_CV64A6_IMAFDCHSCLIC_SV39_WB" "+define+TARGET_CVA6" "+define+TARGET_RTL" "+define+TARGET_SIM" "+define+TARGET_SIMULATION" "+define+TARGET_TEST" "+define+TARGET_VSIM" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/axi-ecdc900686449c15/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/axi_llc-5fb8850caad4fcfa/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/axi_rt-7cef46f372eaf0fb/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/common_cells-7f7ae0f5e6bf7fb5/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/cva6-20c9d7cbe0dd6995/core/cache_subsystem/hpdcache/rtl/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/cva6-20c9d7cbe0dd6995/core/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/idma-77bf7fa56d324e6a/src/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/idma-77bf7fa56d324e6a/target/rtl/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/idma-77bf7fa56d324e6a/test" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/register_interface-902ad5bfde7bb98c/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/serial_link-6e09ea4800bad616/src/axis/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/hw/include" /mnt/chair-nas/volume/space/chchen/NMC/cheshire/target/sim/models/s25fs512s.v /mnt/chair-nas/volume/space/chchen/NMC/cheshire/target/sim/models/24FC1025.v /mnt/chair-nas/volume/space/chchen/NMC/cheshire/target/sim/src/vip_cheshire_soc.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/target/sim/src/tb_cheshire_pkg.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/target/sim/src/fixture_cheshire_soc.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/target/sim/src/tb_cheshire_soc.sv 
# -- Skipping module s25fs512s
# -- Skipping module BUFFER
# -- Skipping module M24FC1025
# -- Skipping module vip_cheshire_soc
# -- Skipping module vip_cheshire_soc_tristate
# -- Skipping package tb_cheshire_pkg
# -- Skipping module fixture_cheshire_soc
# -- Skipping module tb_cheshire_soc
# 
# Top level modules:
# 	tb_cheshire_soc
# End time: 12:42:42 on Mar 25,2026, Elapsed time: 0:00:01
# Errors: 0, Warnings: 0, Suppressed Warnings: 1
# QuestaSim-64 vlog 2023.4 Compiler 2023.10 Oct  9 2023
# Start time: 12:42:42 on Mar 25,2026
# vlog -reportprogress 300 /mnt/chair-nas/volume/space/chchen/NMC/cheshire/target/sim/src/elfloader.cpp -ccflags "-std=c++11" -cpppath /usr/bin/g++ 
# ** Note: (vlog-7082) For C/C++ auto compile, choosing compiler /usr/bin/g++ set by the -cpppath switch.
# -- Compiling DPI/PLI C++ file /mnt/chair-nas/volume/space/chchen/NMC/cheshire/target/sim/src/elfloader.cpp
# 
# /mnt/chair-nas/volume/space/chchen/NMC/cheshire/target/sim/src/elfloader.cpp: In function ‘char read_section(long long int, svOpenArrayHandle, long long int)’:
# /mnt/chair-nas/volume/space/chchen/NMC/cheshire/target/sim/src/elfloader.cpp:205:56: warning: format ‘%p’ expects argument of type ‘void*’, but argument 2 has type ‘long long int’ [-Wformat=]
#   205 |     printf("[ELF] ERROR: No section found for address %p\n", address);
#       |                                                       ~^     ~~~~~~~
#       |                                                        |     |
#       |                                                        void* long long int
#       |                                                       %lld
# /mnt/chair-nas/volume/space/chchen/NMC/cheshire/target/sim/src/elfloader.cpp:213:39: warning: format ‘%lx’ expects argument of type ‘long unsigned int’, but argument 2 has type ‘long long int’ [-Wformat=]
#   213 |       printf("[ELF] ERROR: Copied 0x%lx bytes. Buffer is full but there is still data available.\n", len);
#       |                                     ~~^                                                              ~~~
#       |                                       |                                                              |
#       |                                       long unsigned int                                              long long int
#       |                                     %llx
# /mnt/chair-nas/volume/space/chchen/NMC/cheshire/target/sim/src/elfloader.cpp: In instantiation of ‘void load_elf(char*, size_t) [with E = Elf32_Ehdr; P = Elf32_Phdr; Sh = Elf32_Shdr; Sy = Elf32_Sym; size_t = long unsigned int]’:
# /mnt/chair-nas/volume/space/chchen/NMC/cheshire/target/sim/src/elfloader.cpp:349:60:   required from here
# /mnt/chair-nas/volume/space/chchen/NMC/cheshire/target/sim/src/elfloader.cpp:238:38: warning: format ‘%p’ expects argument of type ‘void*’, but argument 2 has type ‘uint64_t’ {aka ‘long unsigned int’} [-Wformat=]
#   238 |   printf("[ELF] INFO: Entrypoint at %p\n", entry);
#       |                                     ~^     ~~~~~
#       |                                      |     |
#       |                                      void* uint64_t {aka long unsigned int}
#       |                                     %ld
